_recordId,_createdTime,Status,Date,Sujet,Pertinence_Locale,Score,Source,Reseaux,Hashtags_Locaux,Format,Angle
recklq74I62d0n7KP,2026-04-17T05:01:04.000Z,nouveau,2026-04-17,Leçon de leadership d'Alain Claude Bilie By Nze,"Pertinent pour l'audience en Afrique Centrale (Gabon, Cameroun, Congo).",6,https://trends.google.com/trending/rss?geo=CI,LinkedIn,"#LeadershipAfrique, #Gabon, #ComDeCrise",Analyse de cas,Analyse de la communication de crise d'un homme d'État pour l'appliquer à une entreprise en difficulté.
recl0c9ncrwgyTWQY,2026-04-15T02:31:32.000Z,nouveau,2026-04-10,Préparer la Tabaski : 5 idées de contenu pour les commerçants digitaux,Événement culturel et économique majeur au Sénégal et en zone CFA.,9,Cultural Context,"Instagram, Facebook","#Tabaski2024, #SénégalBusiness, #MarketingSaisonnier",Guide pratique PDF offert,Anticiper la grande fête pour maximiser son chiffre d'affaires.
reclYGAkmJphFbwgQ,2026-04-17T05:01:06.000Z,nouveau,2026-04-17,Savoir 'limoger' ses mauvais clients,"Beaucoup d'entrepreneurs africains acceptent tout par peur de perdre du chiffre, au détriment de leur santé.",8,https://trends.google.com/trending/rss?geo=SN,"Instagram, TikTok","#BusinessAfrica, #ConseilEntrepreneur, #PME",Vidéo courte (Reel),S'inspirer de l'actualité sur les limogeages pour expliquer quand et comment arrêter de travailler avec un client toxique.
reclvaRBYwrovEoJ6,2026-04-15T02:31:30.000Z,nouveau,2026-04-10,Tactique Marketing vs Tactique de Terrain,Forte passion pour le football national au Sénégal et utilisation de métaphores sportives très parlantes.,9,https://trends.google.com/trending/rss?geo=SN,"Facebook, Instagram","#TeamSenegal, #MarketingDigitalSN, #Gainde",Carrousel,Newsjacking basé sur le match Maroc-Sénégal U15 pour expliquer l'importance de la stratégie avant l'exécution.
recmv3Ggr2FDskOjS,2026-04-16T05:00:27.000Z,nouveau,2026-04-16,La discipline du Real Madrid appliquée à ta PME,Le Real Madrid est le club le plus suivi et respecté pour son succès continu.,85,https://trends.google.com/trending/rss?geo=SN,"LinkedIn, Facebook","#EntrepreneurAfrique, #Succès, #Leadership",Post narratif (Storytelling),La constance et la culture de la gagne pour sortir du lot face à la concurrence à Abidjan ou Dakar.
recnebv50wRBo6rSd,2026-04-15T02:31:34.000Z,nouveau,2026-04-12,Sécuriser ses achats publicitaires avec Visa,Le blocage des cartes Visa pour Facebook Ads est un cauchemar récurrent en zone FCFA.,9,https://trends.google.com/trending/rss?geo=SN,"Facebook, WhatsApp Business","#FacebookAds, #VisaCard, #BusinessAfrica",Image + texte,Sécurité et gestion
recnrX9tZg7FROcLB,2026-04-15T03:36:04.000Z,nouveau,2026-04-15,L'image de marque à la Wadagni,Romuald Wadagni est une figure de rigueur économique qui inspire les jeunes entrepreneurs de la sous-région.,7,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#Leadership, #Benin, #Senegal, #Branding",Analyse de cas,Décryptage du personal branding sérieux et efficace pour rassurer tes partenaires financiers.
reco9SNvtXUtlewEm,2026-04-23T05:01:07.000Z,nouveau,2026-04-23,iPhone 18 vs Budget PME,"Le prestige de la marque Apple est fort, mais le budget est souvent limité.",7,https://trends.google.com/trending/rss?geo=CI,"TikTok, Facebook","#TechAfrique, #ContentCreator, #BonPlan",Vidéo face caméra,Faut-il vraiment le dernier iPhone pour créer du contenu de pro ?
recoh3PdkKWddmGD0,2026-04-15T02:31:32.000Z,nouveau,2026-04-11,Gestion de l'image publique : Leçon Franck Biya,"Sujet très sensible et recherché au Cameroun et dans la sous-région, illustrant l'importance de l'e-réputation.",7,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#EReputation, #CamerounBusiness, #Leadership",Post texte long,Gérer sa réputation numérique quand on est une figure publique ou un CEO.
recohUzokYF2805cM,2026-04-15T03:36:04.000Z,nouveau,2026-04-15,Le syndrome Sofascore en business,L'usage des apps de scores est massif. Utiliser cette métaphore rend la data marketing accessible.,8,https://trends.google.com/trending/rss?geo=SN,"LinkedIn, Instagram","#DataMarketing, #DakarDigital, #EntrepreneurAfrique",Carrousel pédagogique,Pourquoi tu dois suivre tes statistiques de vente comme tu suis les scores de ton équipe préférée.
recpfVUfQkzlGgks7,2026-04-23T05:01:08.000Z,nouveau,2026-04-23,Vendre des boissons XXL ou des services : même combat,Le terme XXL est tendance en Côte d'Ivoire (boisson/branding).,6,https://trends.google.com/trending/rss?geo=CI,Facebook,"#Branding, #Vente, #Abidjan",Post texte punchy,La visibilité de masse vs le ciblage précis.
recpwApAoDOAyFFg5,2026-04-22T05:00:27.000Z,nouveau,2026-04-22,La régularité d'un championnat (Liga) pour ta page,Le manque de constance est le premier frein des PME africaines sur Facebook.,7,https://trends.google.com/trending/rss?geo=SN,"Facebook, WhatsApp Business","#Consistency, #SocialMediaAfrique, #DakarDigital",Texte court + Image punchy,"On ne gagne pas la Liga en un match. Ton marketing, c'est pareil : c'est la régularité qui paie."
recq9mpgasBmualAG,2026-04-15T02:31:36.000Z,nouveau,2026-04-13,Le digital au féminin avec Nadine Zoro,L'entrepreneuriat féminin est un moteur de croissance majeur en Côte d'Ivoire.,7,https://classe-export.com,"LinkedIn, Facebook","#FemmesDigitales, #Civ225, #EntreprendreAuFeminin",Portrait inspirant,Focus sur l'autonomisation : pourquoi les femmes ivoiriennes dominent le digital en ce moment.
recrlVzjKG83gb6ID,2026-04-22T05:00:31.000Z,nouveau,2026-04-22,Girona vs Betis : Le petit qui bat le grand,L'agilité des petites structures locales face aux grands groupes.,8,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#PMEAfrique, #StrategieDigitale, #AbidjanBusiness",Post narratif (Storytelling),Comment ta petite PME à Lomé peut battre une multinationale grâce au digital local.
recrvhHS2cQzPZabW,2026-04-22T05:01:07.000Z,nouveau,2026-04-22,Leçon de Personal Branding : La méthode Mbappé,Le football est le sujet #1. Utiliser Mbappé permet de parler de valeur perçue et de négociation.,95,https://trends.google.com/trending/rss?geo=CI,"LinkedIn, Facebook","#PersonalBranding, #EntrepreneurAfrique, #Mbappe",Post texte court avec liste à puces,Comment gérer son image de marque comme un athlète de haut niveau pour attirer les clients à Douala ou Abidjan.
recs7faigxFVYwGgb,2026-04-23T05:01:04.000Z,nouveau,2026-04-23,L'effet Lamine Yamal en business,Inspirer la jeunesse de Douala et Kinshasa qui hésite à se lancer.,8,https://trends.google.com/trending/rss?geo=SN,"LinkedIn, Instagram","#JeunesseAfricaine, #Entreprendre, #Cameroun",Carrousel motivationnel,L'âge n'est pas une barrière pour percer dans le digital en Afrique.
recsD72y5MFWqH1qX,2026-04-15T02:31:34.000Z,nouveau,2026-04-12,L'effet Messi (Inter Miami) appliqué à ta PME,"Le foot est passionnel en Afrique Centrale et de l'Ouest, c'est un excellent vecteur pédagogique.",7,https://trends.google.com/trending/rss?geo=SN,Instagram,"#MarketingSportif, #Abidjan, #Douala",Reel,Marketing de la hype
recsW5YeQoByHAXBv,2026-04-23T05:00:28.000Z,nouveau,2026-04-23,Le Derby Porto-Sporting : Gérer la concurrence locale,"La saturation des marchés de niche (cosmétique, mèche, formation) en Afrique de l'Ouest.",7,https://trends.google.com/trending/rss?geo=SN,Facebook,"#StrategieBusiness, #VenteEnLigne, #AbidjanBusiness",Texte punchy,Comment te différencier quand tout le monde vend la même chose que toi au marché ou en ligne.
rectGccgmFTGJEfNa,2026-04-15T02:31:31.000Z,nouveau,2026-04-10,L'ascension de Strasbourg et Porto : Comment les 'petits' clubs dominent le SEO local,Intérêt pour les clubs européens avec des joueurs africains.,7,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#SEOAvalanche, #MarketingCameroun, #DigitalMarketing",Texte long,Utiliser l'actualité sportive pour expliquer l'importance des mots-clés de niche.
rectJabH80BpqyV92,2026-04-15T05:01:05.000Z,nouveau,2026-04-15,Le marketing de l'instant (Newsjacking),Les fans de foot à Dakar et Abidjan sont hyper connectés pendant les matchs.,9,https://trends.google.com/trending/rss?geo=SN,"Facebook, Instagram","#DakarDigital, #Team221, #Team225, #MarketingAfricain",Carrousel,Utiliser l'effervescence du match Barça vs Paris pour booster tes ventes.
rectJmYOPO30uCSqf,2026-04-16T05:00:27.000Z,nouveau,2026-04-16,Le sponsoring local : Ne cherche pas Mbappé,Beaucoup de PME pensent que le marketing d'influence est réservé aux gros budgets.,90,https://trends.google.com/trending/rss?geo=SN,"Instagram, TikTok","#InfluenceAfrique, #MarketingLocal, #Lomé",Vidéo face caméra,Comment trouver des micro-influenceurs locaux pour promouvoir ses produits sans se ruiner.
recu7QLwuil3YVrG0,2026-04-15T02:31:37.000Z,nouveau,2026-04-14,Vendre en Mauritanie depuis la Côte d'Ivoire,"La Mauritanie est une tendance forte en CI, signe d'intérêt pour les échanges régionaux.",7,https://trends.google.com/trending/rss?geo=CI,Facebook,"#BusinessAfrique, #ExportDigital, #CoteDIvoire",Texte long avec conseils pratiques,Les opportunités du commerce transfrontalier en Afrique de l'Ouest via le digital.
recuivSBfOKqAyNce,2026-04-15T05:00:30.000Z,nouveau,2026-04-15,Vendre à Paris depuis l'Afrique : Le secret,Le marché de la diaspora est une source majeure de devises et de croissance pour les PME locales.,8,https://trends.google.com/trending/rss?geo=SN,"Facebook, YouTube","#ExportAfrique, #DiasporaBusiness, #AbidjanMarketing",Live / Vidéo,Comment les entrepreneurs d'Abidjan ou Douala peuvent cibler la diaspora en Europe.
recuvyKNf7vTuD254,2026-04-17T05:00:25.000Z,nouveau,2026-04-17,La discipline de Cristiano Ronaldo appliquée au marketing,Besoin de rigueur dans la gestion des réseaux sociaux pour les PME locales.,8,https://trends.google.com/trending/rss?geo=SN,"Instagram, TikTok","#Discipline, #MarketingDigital, #AbidjanBusiness",Vidéo courte face caméra,Pourquoi la régularité bat le talent pour ton business.
recvJpfgBggRI4W6z,2026-04-15T02:31:32.000Z,nouveau,2026-04-11,Vendre via WhatsApp Business en 2024,WhatsApp est le canal de conversion principal pour le commerce informel et formel en Afrique de l'Ouest.,10,Evergreen / Local Context,"Facebook, TikTok","#WhatsAppBusiness, #VenteEnLigne, #DakarBusiness",Tutoriel vidéo,Pourquoi c'est l'outil n°1 devant Facebook pour les commerçants de Sandaga ou d'Adjamé.
recvMOYslF7I1nLCR,2026-04-15T02:31:30.000Z,nouveau,2026-04-10,Storytelling : De Sandaga au Digital,Besoin de rôles modèles locaux identifiables (Sénégal/Cameroun).,8,N/A,"Facebook, YouTube","#SuccessStorySN, #EntrepreneurAfrique, #MaxMorrys",Vidéo Interview,Interview ou portrait d'un entrepreneur local ayant réussi sa transition numérique.
recvkQoFDmR5WQtdi,2026-04-15T05:00:26.000Z,nouveau,2026-04-15,Le marketing en mode Champions League,Le football est le premier vecteur d'engagement sur les réseaux sociaux à Dakar et Abidjan.,9,https://trends.google.com/trending/rss?geo=SN,"Facebook, Instagram, LinkedIn","#MarketingDakar, #BusinessAfrique, #Team221, #Team225",Carrousel,Utiliser l'effervescence Barça vs Paris pour expliquer la rivalité de marque.
recvpqZ695LcHzWnt,2026-04-15T02:31:30.000Z,nouveau,2026-04-10,Newsjacking : L'ascension de Lamine Yamal,Extrême popularité du football et de la réussite jeune en CI et SN.,9,https://trends.google.com/trending/rss?geo=CI,"LinkedIn, Instagram","#LamineYamal, #Team221, #Team225, #SuccessStory",Carousel,Leçons de précocité et de Personal Branding pour les jeunes entrepreneurs africains.
recwgUDSiC3tf9RSY,2026-04-15T05:00:32.000Z,nouveau,2026-04-15,Tes stats business façon Sofascore,Les entrepreneurs locaux consultent Sofascore quotidiennement ; l'analogie facilite la compréhension de la Data.,9,https://trends.google.com/trending/rss?geo=SN,"Instagram, TikTok","#DataMarketing, #MaxMorrys, #DigitalAfrique",Vidéo courte (Reel),Expliquer l'importance des KPIs (indicateurs clés) en utilisant l'analogie des scores de foot.
recxykD5JL2B9cVyT,2026-04-15T05:01:08.000Z,nouveau,2026-04-15,Gestion financière pour entrepreneur,La gestion de trésorerie est le point faible des PME en Afrique de l'Ouest.,8,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#EntreprendreAuBenin, #FinanceAfrique, #FCFA",Post texte court,S'inspirer de la rigueur de Romuald Wadagni pour tes finances en FCFA.
recySuRFhLCSwCiqS,2026-04-17T05:01:06.000Z,nouveau,2026-04-17,La stratégie NBA appliquée à ta PME,"La NBA gagne en popularité (BAL), c'est un excellent vecteur pour parler de stratégie de performance.",7,https://trends.google.com/trending/rss?geo=SN,LinkedIn,"#StrategieDigitale, #Performance, #NBAAfrica",Post texte long,Utiliser les phases de jeu de la NBA pour expliquer la planification trimestrielle de tes ventes.
recyuUh3fv7vZcHb0,2026-04-15T02:31:37.000Z,nouveau,2026-04-14,"Le marketing, c'est comme le PSG",Le football est le sujet de discussion numéro 1 à Dakar et Abidjan.,9,https://trends.google.com/trending/rss?geo=SN,"LinkedIn, Facebook","#MarketingDakar, #TeamPerformance, #MaxMorrys",Post avec image carrousel,Analogie entre la gestion d'une équipe de foot de haut niveau et la gestion d'une équipe marketing performante.
reczFK5HBqsw51cEs,2026-04-15T05:00:33.000Z,nouveau,2026-04-15,Vendre à Paris depuis l'Afrique : Le secret,Le marché de la diaspora est une source majeure de devises et de croissance pour les PME locales.,8,https://trends.google.com/trending/rss?geo=SN,"Facebook, YouTube","#ExportAfrique, #DiasporaBusiness, #AbidjanMarketing",Live / Vidéo,Comment les entrepreneurs d'Abidjan ou Douala peuvent cibler la diaspora en Europe.
reczMyfdrfv0dJjNv,2026-04-15T02:31:34.000Z,nouveau,2026-04-12,Leçon de Personal Branding : Nicolas Jackson,Utiliser une star locale pour expliquer la gestion d'image numérique.,8,https://trends.google.com/trending/rss?geo=SN,"LinkedIn, TikTok","#PersonalBranding, #NicolasJackson, #Dakar",Vidéo courte,Inspirationnel et expert
reczPBXCoCZWPnFtV,2026-04-22T05:01:07.000Z,nouveau,2026-04-22,Être polyvalent comme Camavinga,Beaucoup de jeunes entrepreneurs au Sénégal et en Côte d'Ivoire sont des 'solopreneurs' par nécessité.,88,https://trends.google.com/trending/rss?geo=SN,"Instagram, TikTok","#EntrepreneurSenegal, #BusinessTips, #Camavinga",Vidéo face cam,"L'importance pour un entrepreneur de savoir tout faire au début (ventes, SAV, marketing) avant de déléguer."
reczSTM0qPX1nyfdF,2026-04-15T03:36:05.000Z,nouveau,2026-04-15,Gérer son temps les jours de match,"À Douala ou Bamako, l'activité ralentit lors des grands matchs. Il faut anticiper.",7,https://trends.google.com/trending/rss?geo=CI,"WhatsApp Status, Instagram","#Productivité, #EntrepreneurLife, #AfriqueFrancophone",Vidéo face-cam (Reel),Astuces de productivité pour ne pas couler ta PME quand la ville s'arrête pour le foot.
reczg6qYwY3zuK8Xg,2026-04-15T05:01:08.000Z,nouveau,2026-04-15,Le marketing de l'instant (Newsjacking),Les fans de foot à Dakar et Abidjan sont hyper connectés pendant les matchs.,9,https://trends.google.com/trending/rss?geo=SN,"Facebook, Instagram","#DakarDigital, #Team221, #Team225, #MarketingAfricain",Carrousel,Utiliser l'effervescence du match Barça vs Paris pour booster tes ventes.
